URI,Album,Song Name,Artist,Disc Number,Track Number,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
24jvD83UgLmrdGjhWTFslY,Born To Die - The Paradise Edition,Video Games,Lana Del Rey,1,4,64,False,0.236,0.249,6,-9.595,0,0.0348,0.811,1e-06,0.087,0.181,72.847,281960,5
5a1iz510sv2W9Dt1MvFd5R,Christmas (Deluxe Special Edition),It's Beginning to Look a Lot like Christmas,Michael Bublé,1,1,64,False,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,206640,3
3ERa3mEeOnrh2Mc47qM6T1,I AM...SASHA FIERCE,Halo,Beyoncé,1,2,64,False,0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,4
7otCGmgp9h4CsR2LhwB6gt,Long Way Down,Another Love,Tom Odell,1,3,64,True,0.445,0.537,4,-8.532,0,0.04,0.695,1.6e-05,0.0941,0.131,122.764,244360,4
1MtUq6Wp1eQ8PC6BbPCj8P,"At Night, Alone.",I Took A Pill In Ibiza - Seeb Remix,Mike Posner; Seeb,1,13,64,True,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,197933,4
5DnT9a5IM3eMjKgXTWVJvi,Pendulum,Have You Ever Seen The Rain,Creedence Clearwater Revival,1,4,63,False,0.743,0.47,0,-13.154,1,0.029,0.0936,3.15e-05,0.186,0.89,116.122,160333,4
15vzANxN8G9wWfwAJLLMCg,Paris,Paris,The Chainsmokers,1,1,63,False,0.646,0.644,2,-6.763,1,0.031,0.0243,0.0,0.0888,0.251,99.999,221520,4
6WHSNH8PhDHbpYxg4I181o,Sunroof (Remixes),Sunroof,Nicky Youre; dazy,1,1,62,False,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4
1jYiIOC5d6soxkJP81fxq2,Grateful,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled; Justin Bieber; Quavo; Chance the Rapper; Lil Wayne,1,5,62,True,0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,288877,4
37FXw5QGFN7uwwsLy8uAc0,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth; Selena Gomez,1,5,61,False,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
6wCv0m87EJ6kYGUi5c0kbG,THINK LATER,greedy,Tate McRae,1,2,61,False,0.752,0.701,6,-3.542,0,0.0342,0.27,0.0,0.215,0.836,111.02,129687,1
6QPhpvO1pWDS91EsEmzsbc,U218 Singles,With Or Without You,U2,1,4,53,False,0.546,0.539,2,-7.342,1,0.0267,0.000135,0.235,0.119,0.122,109.92,296227,4
1R7TwnwF1RuYNf5vXlpQUT,Gemini Rights,Bad Habit,Steve Lacy,1,5,50,False,0.683,0.505,1,-6.624,1,0.0395,0.601,3.5e-05,0.546,0.733,169.057,232120,4
0W4Kpfp1w2xkY3PrV714B7,The Lumineers,Ho Hey,The Lumineers,1,5,49,False,0.685,0.466,0,-9.074,1,0.0304,0.791,2.06e-06,0.0914,0.353,79.936,163133,4
3sAIY2jtHpUHKfwDSSVgMM,Roar,Roar,Katy Perry,1,1,49,False,0.667,0.782,7,-4.382,0,0.0317,0.00755,1.41e-05,0.494,0.44,89.972,222667,4
1WIfWj5skn5UUZTs4cEFBe,Location,Location,Khalid,1,1,48,False,0.799,0.436,1,-9.975,0,0.379,0.283,0.000105,0.0968,0.311,80.028,217566,4
5Xc9L411IGVexidbaF7CHG,High Expectations,Don't Call Me Up,Mabel,1,5,43,False,0.684,0.872,9,-2.85,1,0.124,0.31,3.18e-06,0.0725,0.261,98.891,178493,4
6AWe04n4zsYkGKb3Pf7LMk,Bohemian Rhapsody (The Original Soundtrack),Bohemian Rhapsody - 2011 Remaster,Queen,1,7,39,False,0.39,0.395,0,-9.966,0,0.0501,0.288,0.0,0.207,0.247,144.32,354947,4
2N5zMZX7YeL1tico8oQxa9,St. Elsewhere,Crazy,Gnarls Barkley,1,2,33,False,0.836,0.741,8,-1.609,1,0.0339,0.0172,0.0583,0.0826,0.611,111.963,182066,4
02MWAaffLxlfxAUY7c5dvx,Dreamland (+ Bonus Levels),Heat Waves,Glass Animals,1,14,31,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
0rKtyWc8bvkriBthvHKY8d,BALLADS 1,SLOW DANCING IN THE DARK,Joji,1,2,28,True,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
6Ox1rvlwEpB49drasQm6RF,Star Shopping,Star Shopping,Lil Peep,1,1,23,True,0.538,0.471,4,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,142000,4
7oK9VyNzrYvRFo7nQEYkWN,Hot Fuss,Mr. Brightside,The Killers,1,2,23,False,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,222587,4
3d8y0t70g7hw2FOWl9Z4Fm,Cleopatra,Ophelia,The Lumineers,1,2,48,False,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.02,160097,4
45bE4HXI0AwGZXfZtMp8JR,you broke me first,you broke me first,Tate McRae,1,1,18,True,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4
4bHsxqR3GMrXTxEPLuK5ue,Escape (Bonus Track Version),Don't Stop Believin',Journey,1,1,16,False,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4
4Li2WHPkuyCdtmokzW2007,Watch The Throne (Deluxe),Ni**as In Paris,JAY-Z; Kanye West,1,3,13,True,0.789,0.858,1,-5.542,1,0.311,0.129,0.0,0.349,0.776,140.022,219333,4
4DHcnVTT87F0zZhRPYmZ3B,Endless Summer Vacation,Flowers,Miley Cyrus,1,1,12,False,0.706,0.691,0,-4.775,1,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048,200600,4
2dpaYNEQHiRxtZbfNsse99,Happier,Happier,Marshmello; Bastille,1,1,11,False,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,214290,4
4so0Wek9Ig1p6CRCHuINwW,Holiday Inn (Original Motion Picture Soundtrack),White Christmas - 1947 Version,Bing Crosby; Ken Darby Singers; John Scott Trotter & His Orchestra,1,11,10,False,0.29,0.159,9,-16.486,1,0.0363,0.673,0.355,0.338,0.252,100.32,177480,4
2Wo6QQD1KMDWeFkkjLqwx5,Roses (Imanbek Remix),Roses - Imanbek Remix,SAINt JHN; Imanbek,1,1,6,True,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,176219,4
1Lim1Py7xBgbAkAys3AGAG,Peace Is The Mission (Extended),Lean On,Major Lazer; DJ Snake; MØ,1,4,6,False,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4
0wXuerDYiBnERgIpbb3JBR,"""Awaken, My Love!""",Redbone,Childish Gambino,1,6,6,True,0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15,326933,4
7hxHWCCAIIxFLCzvDgnQHX,B4 The Storm,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money; Gunna; Don Toliver; NAV,1,17,5,True,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4
2P91MQbaiQOfbiz9VqhqKQ,I met you when I was 18. (the playlist),I Like Me Better,Lauv,1,1,4,False,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4
6vECYJHxYmm3Ydt3fF01pE,Sadnecessary,Stolen Dance,Milky Chance,1,11,4,False,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,313684,4
500mvzh7TRZ0YdnVeHhj8b,Peace Is The Mission (Extended),Light It Up - Remix,Major Lazer; Nyla; Fuse ODG,1,10,4,False,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4
4saklk6nie3yiGePpBwUoc,BE,Dynamite,BTS,1,8,2,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
3VlbOrM6nYPprVvzBZllE5,The Thrill Of It All (Special Edition),Too Good At Goodbyes,Sam Smith,1,1,2,False,0.715,0.372,5,-8.237,1,0.0443,0.638,0.0,0.169,0.474,91.931,201000,4
4TnjEaWOeW0eKTKIEvJyCa,Falling,Falling,Trevor Daniel,1,1,2,False,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,4
1mSClObliRtgPVT399COQH,Hot Space,Under Pressure,Queen; David Bowie,1,11,1,False,0.659,0.545,2,-12.768,1,0.0514,0.394,0.0,0.0859,0.406,113.458,245507,4
0prNGof3XqfTvNDxHonvdK,Know-It-All (Deluxe),Scars To Your Beautiful,Alessia Cara,1,10,1,False,0.573,0.739,0,-5.74,1,0.129,0.0285,0.0,0.111,0.451,97.085,230227,4
0JmiBCpWc1IAc0et7Xm7FL,All the Little Lights (Deluxe Version),Let Her Go,Passenger,1,2,1,False,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,4
3tNE4i6TBqMdyTZxHDAn9B,Heaven & Hell,Sweet but Psycho,Ava Max,2,7,0,False,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4
0a9sd6MEXZXIPHk0fAxpZ4,News Of The World,We Will Rock You,Queen,1,1,1,False,0.686,0.384,11,-10.424,0,0.0719,0.629,0.0,0.153,0.544,81.412,121973,4
5HkFTCxSeJ3kGNyQJbT4rJ,Greatest Hits,Another One Bites The Dust,Queen,1,3,0,False,0.922,0.392,5,-12.083,0,0.122,0.0444,0.165,0.123,0.771,109.878,215933,4
09mEdoA6zrmBPgTEN5qXmN,"My Dear Melancholy,",Call Out My Name,The Weeknd,1,1,83,False,0.461,0.593,1,-4.954,1,0.0356,0.165,0.0,0.307,0.174,134.165,228373,3
7LVHVU3tWfcxj5aiPFEW4Q,X&Y,Fix You,Coldplay,1,4,83,False,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4
3RiPr603aXAoi4GHyXx0uy,A Head Full of Dreams,Hymn for the Weekend,Coldplay,1,3,83,False,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4
0V3wPSX9ygBnCm8psDIegu,Midnights,Anti-Hero,Taylor Swift,1,3,82,False,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,200690,4
5JCoSi02qi3jJeHdZXMmR8,SOUR,favorite crime,Olivia Rodrigo,1,10,82,False,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,152667,4
1cKHdTo9u0ZymJdPGSh6nq,"My Dear Melancholy,",I Was Never There,The Weeknd; Gesaffelstein,1,4,82,False,0.323,0.737,10,-4.008,1,0.0335,0.14,0.000162,0.163,0.156,112.923,241067,4
6nek1Nin9q48AVZcWs9e9D,Mylo Xyloto,Paradise,Coldplay,1,3,82,False,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719,4
2tGvwE8GcFKwNdAXMnlbfl,SOUR,happier,Olivia Rodrigo,1,8,82,True,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,3
6b8Be6ljOzmkOmFslEb23P,24K Magic,24K Magic,Bruno Mars,1,1,82,False,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,everything i wanted,Billie Eilish,1,1,82,False,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
55h7vJchibLdUkxdlX3fK7,Unorthodox Jukebox,Treasure,Bruno Mars,1,4,81,True,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560,4
7FIWs0pqAYbP91WWM0vlTQ,Music To Be Murdered By,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,1,7,81,True,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4
2Fxmhks0bxGSBdJ92vM42m,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,Billie Eilish,1,2,81,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4
37F0uwRSrdzkBiuj0D5UHI,Starboy,Reminder,The Weeknd,1,4,81,True,0.705,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053,218880,4
22VdIZQfgXJea34mQxlt81,Beauty Behind The Madness,Can't Feel My Face,The Weeknd,1,7,80,False,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,213520,4
7m9OqQk4RVRkw9JJdeAw96,17,Jocelyn Flores,XXXTENTACION,1,2,80,True,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4
2p8IUWQDrpjuFltbdgLOag,After Hours,After Hours,The Weeknd,1,13,80,False,0.658,0.572,5,-6.099,0,0.0308,0.0811,0.0061,0.121,0.144,108.968,361027,4
04sN26COy28wTXYj3dMoiZ,Bored,Bored,Billie Eilish,1,1,80,False,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,180933,4
3rmo8F54jFF8OgYsqTxm5d,=,Bad Habits,Ed Sheeran,1,4,79,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,4
3CIyK1V4JEJkg02E4EJnDl,Mercury - Acts 1 & 2,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,1,1,79,False,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,173381,4
3UmaczJpikHgJFyBTAJVoz,The Marshall Mathers LP,Stan,Eminem; Dido,1,3,79,True,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,404107,4
69uxyAqqPIsUyTO8txoP2M,A Head Full of Dreams,Adventure of a Lifetime,Coldplay,1,5,79,False,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,4
7floNISpH8VF4z4459Qo18,Look At Me!,Look At Me!,XXXTENTACION,1,1,79,True,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4
6NFyWDv5CjfwuzoCkw47Xf,reputation,Delicate,Taylor Swift,1,5,79,False,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4
2RSHsoi04658QL5xgQVov3,Origins (Deluxe),Bad Liar,Imagine Dragons,1,5,79,False,0.307,0.637,3,-6.993,1,0.0569,0.0732,0.0,0.368,0.0805,88.693,260773,4
1P17dC1amhFzptugyAO7Il,reputation,Look What You Made Me Do,Taylor Swift,1,6,79,False,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853,4
3ee8Jmje8o58CHK66QrVC2,?,SAD!,XXXTENTACION,1,4,79,True,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,4
6PCUP3dWmTjcTtXY02oFdT,÷ (Deluxe),Castle on the Hill,Ed Sheeran,1,2,79,False,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4
4PhsKqMdgMEUSstTDAmMpg,Beauty Behind The Madness,Often,The Weeknd,1,4,78,True,0.572,0.631,7,-9.836,0,0.0476,0.222,0.0,0.135,0.0713,134.078,249040,4
2Ch7LmS7r2Gy2kc64wv3Bz,Starboy,Die For You,The Weeknd,1,17,78,False,0.586,0.525,1,-7.163,0,0.0616,0.111,0.0,0.134,0.507,133.63,260253,4
7Ie9W94M7OjPoZVV216Xus,Recovery,Not Afraid,Eminem,1,7,78,True,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,248133,5
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,This Is What You Came For,Calvin Harris; Rihanna,1,1,78,False,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4
7dt6x5M1jzdTEt8oCbisTK,beerbongs & bentleys,Better Now,Post Malone,1,9,78,True,0.674,0.578,10,-5.804,1,0.0408,0.331,0.0,0.135,0.34,145.07,231267,4
48RrDBpOSSl1aLVCalGl5C,The Marshall Mathers LP2,The Monster,Eminem; Rihanna,1,12,78,True,0.781,0.853,1,-3.68,0,0.0714,0.0526,0.0,0.12,0.626,110.046,250189,4
41zXlQxzTi6cGAjpOXyLYH,dont smile at me,idontwannabeyouanymore,Billie Eilish,1,2,78,False,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,0.247,170.163,203569,3
4HBZA5flZLE435QTztThqH,Stuck with U,Stuck with U (with Justin Bieber),Ariana Grande; Justin Bieber,1,1,78,False,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3
6bnF93Rx87YqUBLSgjiMU8,After Hours,Heartless,The Weeknd,1,7,77,True,0.537,0.746,10,-5.507,0,0.15,0.0236,1e-06,0.156,0.252,170.083,198267,4
1qEmFfgcLObUfQm0j1W2CK,Harry's House,Late Night Talking,Harry Styles,1,2,77,False,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4
78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds,FourFiveSeconds,Rihanna; Kanye West; Paul McCartney,1,1,77,False,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4
51NFxnQvaosfDDutk0tams,Bellyache,bellyache,Billie Eilish,1,1,77,False,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4
5Z01UMMf7V1o0MzF86s6WJ,Curtain Call: The Hits (Deluxe Edition),Lose Yourself,Eminem,1,6,77,True,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,326467,4
2aibwv5hGXSgw7Yru8IYTO,Stadium Arcadium,Snow (Hey Oh),Red Hot Chili Peppers,1,2,77,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,4
0afhq8XCExXpqazXczTSve,÷ (Deluxe),Galway Girl,Ed Sheeran,1,6,76,False,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,4
4MzXwWMhyBbmu6hOcLVD49,EL ÚLTIMO TOUR DEL MUNDO,DÁKITI,Bad Bunny; JHAYCO,1,11,76,True,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090,4
2JPLbjOn0wPCngEot2STUS,Yonaguni,Yonaguni,Bad Bunny,1,1,76,True,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,206710,4
22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,How Deep Is Your Love,Calvin Harris; Disciples,1,1,76,False,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4
2tJulUYLDKOg9XrtVkMgcJ,Doo-Wops & Hooligans,Grenade,Bruno Mars,1,1,76,False,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4
3dhjNA0jGA8vHBQ1VdD6vV,Starboy,I Feel It Coming,The Weeknd; Daft Punk,1,18,76,False,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,4
37BZB0z9T8Xu7U3e65qxFy,Save Your Tears (Remix),Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,1,1,76,False,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4
6Pgkp4qUoTmJIPn7ReaGxL,AVĪCI - 01,Without You (feat. Sandro Cavazza),Avicii; Sandro Cavazza,1,4,76,True,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673,4
0t3ZvGKlmYmVsDzBJAXK8C,Hollywood's Bleeding,Goodbyes (feat. Young Thug),Post Malone; Young Thug,1,14,75,True,0.547,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.097,174853,4
75ZvA4QfFiZvzhj2xkaWAh,Stoney (Deluxe),I Fall Apart,Post Malone,1,7,75,True,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.946,223347,4
2XIc1pqjXV3Cr2BQUGNBck,EL ÚLTIMO TOUR DEL MUNDO,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,1,5,75,False,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,203201,4
3CA9pLiwRIGtUBiMjbZmRw,Scorpion,Nice For What,Drake,2,4,75,True,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,4
0TlLq3lA83rQOYtrqBqSct,Scorpion,Nonstop,Drake,1,2,74,True,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,4
6eT7xZZlB2mwyzJ2sUKG6w,Stoney (Deluxe),White Iverson,Post Malone,1,6,74,True,0.675,0.561,7,-7.678,1,0.0352,0.233,0.0,0.0793,0.309,130.098,256533,4
2qT1uLXPVPzGgFOx4jtEuo,Sweetener,no tears left to cry,Ariana Grande,1,10,74,False,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4
7AFASza1mXqntmGtbxXprO,?,changes,XXXTENTACION,1,15,74,False,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4
22PMfvdz35fFKYnJyMn077,Doo-Wops & Hooligans,Marry You,Bruno Mars,1,6,74,False,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,230192,4
3AzjcOeAmA57TIOr9zF1ZW,Future Nostalgia,Physical,Dua Lipa,1,4,74,False,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4
4umIPjkehX1r7uhmGvXiSV,Changes,Intentions (feat. Quavo),Justin Bieber; Quavo,1,4,74,False,0.806,0.546,9,-6.637,1,0.0579,0.298,0.0,0.102,0.875,147.988,212867,4
2RttW7RAu5nOAfq6YFvApB,÷ (Deluxe),Happier,Ed Sheeran,1,7,74,False,0.522,0.385,0,-7.355,1,0.0288,0.536,0.0,0.135,0.236,89.792,207520,4
3FeVmId7tL5YN8B7R3imoM,My Universe,My Universe,Coldplay; BTS,1,1,74,False,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4
5OCJzvD7sykQEKHH7qAC3C,Sweetener,God is a woman,Ariana Grande,1,5,74,True,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4
6Im9k8u9iIzKMrmV7BWtlF,Positions,34+35,Ariana Grande,1,2,74,True,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4
5bcTCxgc7xVfSaMV3RuVke,Funk Wav Bounces Vol.1,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris; Pharrell Williams; Katy Perry; Big Sean; Funk Wav,1,8,74,True,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4
6or1bKJiZ06IlK0vFvY75k,The Marshall Mathers LP2 (Deluxe),Rap God,Eminem,1,9,74,True,0.709,0.843,7,-2.66,1,0.314,0.395,0.0,0.799,0.625,148.134,363521,4
4SSnFejRGlZikf02HLewEF,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,Billie Eilish,1,10,73,False,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4
3swc6WTsr7rl9DqQKQA55C,beerbongs & bentleys,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,1,8,73,True,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,221440,4
5yuShbu70mtHXY0yLzCQLQ,Stoney (Deluxe),Go Flex,Post Malone,1,9,73,True,0.665,0.498,5,-8.185,1,0.083,0.23,0.0,0.0757,0.127,81.958,179613,4
3LlAyCYU26dvFZBDUIMb7a,Night Visions,Demons,Imagine Dragons,1,4,73,False,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.329,0.419,89.929,175200,4
2TH65lNHgvLxCKXM3apjxI,Callaita,Callaita,Bad Bunny; Tainy,1,1,73,True,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4
4EDijkJdHBZZ0GwJ12iTAj,Starboy,Stargirl Interlude,The Weeknd; Lana Del Rey,1,8,73,False,0.638,0.474,5,-12.7,0,0.124,0.351,0.191,0.105,0.441,179.771,111640,4
1VdZ0vKfR5jneCmWIUAMxK,+,The A Team,Ed Sheeran,1,1,73,False,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,258373,4
3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,1,1,73,False,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4
32lItqlMi4LBhb4k0BaSaC,beerbongs & bentleys,Candy Paint,Post Malone,1,17,72,True,0.66,0.667,4,-5.941,1,0.156,0.64,1.22e-06,0.0753,0.381,180.044,227533,4
3BtuIIrQlkujKPuWF2B85z,Views,Too Good,Drake; Rihanna,1,16,72,True,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,263373,4
2uIX8YMNjGMD7441kqyyNU,Ocean Eyes,ocean eyes,Billie Eilish,1,1,72,False,0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,0.157,144.828,200560,4
4G8gkOterJn0Ywt6uhqbhp,Night Visions,Radioactive,Imagine Dragons,1,1,72,False,0.448,0.784,9,-3.686,1,0.0625,0.0999,0.000108,0.668,0.237,136.239,186813,4
1ExfPZEiahqhLyajhybFeS,Doo-Wops & Hooligans,The Lazy Song,Bruno Mars,1,5,72,False,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,189109,4
5FgPwJ7Nh2FVmIXviKl2VF,19,Make You Feel My Love,Adele,1,9,71,False,0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,212040,3
4frLb7nWtsz2ymBE6k2GRP,Beauty Behind The Madness,Earned It (Fifty Shades Of Grey),The Weeknd,1,9,71,True,0.657,0.291,2,-8.275,0,0.0348,0.405,0.0,0.0771,0.405,119.782,277680,3
2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes (Deluxe),If I Can't Have You,Shawn Mendes,1,3,71,False,0.691,0.823,2,-4.197,1,0.0622,0.489,0.0,0.134,0.87,123.943,191467,4
7LcfRTgAVTs5pQGEQgUEzN,Hands All Over,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Maroon 5; Christina Aguilera,1,13,71,False,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,201160,4
